Temperature,Humidity,Moisture,Soil Type,Nitrogen,pH,Crop Type
21.2,56.3,56.8,black,199.7,6.11,Corn
19.0,78.8,61.7,loamy,109.5,5.96,Potato
16.7,58.1,31.1,loamy,238.3,6.64,Rapeseed
23.3,55.4,34.1,red,148.1,6.99,Sunflower
15.7,65.8,39.4,loamy,227.9,6.48,Rapeseed
11.5,55.7,25.7,loamy,123.4,7.22,Barley
24.4,74.8,55.6,black,142.0,6.65,Tomato
17.2,67.5,43.0,sandy,184.8,6.85,Rapeseed
19.7,62.0,32.4,loamy,194.3,6.78,Sugar Beet
32.1,37.8,22.4,red,111.1,6.89,Peach
20.7,59.8,40.4,loamy,214.2,6.72,Sugar Beet
19.1,36.8,26.2,loamy,129.5,6.62,Peach
20.6,53.5,56.1,clayey,182.1,6.74,Corn
17.2,52.8,35.3,loamy,76.7,6.43,Cherry
20.6,72.7,48.7,clayey,248.6,7.25,Sugar Beet
15.7,71.0,40.7,loamy,156.0,6.71,Wheat
14.3,60.5,23.3,loamy,103.3,6.37,Cherry
14.1,68.5,34.0,loamy,180.3,6.75,Rapeseed
17.5,43.1,35.4,black,104.2,6.88,Cherry
14.6,51.8,31.7,loamy,75.4,6.2,Cherry
22.3,62.2,53.5,loamy,155.4,6.02,Corn
18.4,71.7,39.8,clayey,158.0,6.2,Wheat
22.4,60.0,46.3,black,205.6,7.13,Sugar Beet
22.1,58.8,44.4,loamy,220.1,7.55,Sugar Beet
16.9,40.3,36.6,clayey,107.8,6.67,Cherry
19.6,82.0,50.8,loamy,159.9,6.46,Potato
9.8,39.1,27.0,loamy,89.8,7.16,Barley
26.9,74.7,56.8,loamy,227.1,6.03,Tomato
22.4,63.5,51.1,loamy,114.4,6.85,Soybean
11.9,50.9,35.9,clayey,182.2,6.73,Rapeseed
15.6,62.1,30.9,clayey,149.9,6.89,Wheat
13.8,58.7,43.2,clayey,189.2,6.67,Rapeseed
19.5,78.9,52.9,loamy,122.1,5.76,Potato
18.9,61.8,31.3,clayey,237.2,6.6,Sugar Beet
16.7,51.8,34.3,loamy,116.0,6.62,Cherry
10.2,76.9,46.8,clayey,151.6,5.63,Oats
8.2,55.0,27.8,sandy,82.1,5.56,Rye
17.1,55.7,37.8,loamy,174.0,6.99,Rapeseed
23.1,68.7,63.7,red,194.0,5.77,Tomato
23.4,70.8,53.7,sandy,190.1,6.15,Tomato
25.9,74.7,55.9,red,188.5,6.33,Tomato
22.7,65.9,47.5,loamy,103.0,6.25,Soybean
6.4,53.7,22.1,sandy,58.2,5.58,Rye
25.5,36.1,25.2,red,135.7,6.05,Peach
13.8,58.4,41.7,loamy,191.3,6.84,Rapeseed
8.4,58.2,20.1,loamy,55.1,6.09,Rye
17.1,77.2,38.9,loamy,145.1,6.44,Wheat
21.3,50.8,41.8,sandy,125.1,6.74,Sunflower
11.5,76.5,39.5,loamy,77.2,6.57,Oats
23.3,78.1,64.1,red,180.6,6.4,Tomato
18.9,67.5,40.3,loamy,243.5,7.32,Sugar Beet
12.7,52.6,27.6,loamy,125.7,6.88,Barley
23.3,39.6,25.9,loamy,102.8,6.49,Peach
17.8,58.6,48.1,loamy,206.3,6.46,Sugar Beet
11.9,48.8,29.6,sandy,121.1,7.23,Barley
17.4,72.8,62.1,sandy,130.3,5.12,Potato
23.3,45.2,29.5,black,109.9,6.25,Sunflower
25.1,47.9,31.7,loamy,106.4,6.33,Peach
12.3,53.7,31.0,clayey,111.4,7.32,Barley
13.9,64.6,32.9,clayey,233.4,6.82,Rapeseed
19.1,61.5,45.8,clayey,101.2,6.64,Soybean
23.4,63.6,48.4,loamy,89.6,6.64,Soybean
19.5,62.0,37.2,clayey,178.6,6.45,Wheat
24.9,74.1,57.7,black,87.9,6.81,Soybean
22.9,60.3,50.7,black,126.7,6.44,Soybean
7.6,61.1,20.7,loamy,84.9,6.17,Rye
24.1,47.2,23.2,loamy,97.1,6.75,Peach
13.1,55.5,28.4,sandy,94.3,6.92,Barley
16.1,63.2,35.9,clayey,175.3,6.68,Rapeseed
19.4,50.4,26.7,red,119.7,6.62,Cherry
15.1,58.1,30.1,black,165.0,6.49,Rapeseed
15.8,70.7,38.4,loamy,168.5,6.3,Wheat
9.5,57.5,25.2,black,73.9,5.88,Rye
25.5,64.1,49.6,clayey,165.4,6.04,Soybean
20.4,65.5,49.2,loamy,133.8,6.73,Soybean
17.6,71.6,34.4,loamy,141.9,7.0,Wheat
16.5,65.7,43.0,loamy,154.4,6.64,Wheat
26.4,52.7,26.8,loamy,121.4,6.34,Peach
13.8,57.9,23.4,sandy,95.4,6.59,Barley
18.2,60.7,40.1,loamy,238.4,6.34,Sugar Beet
27.7,39.0,19.9,red,117.9,6.79,Peach
15.6,72.0,38.6,loamy,178.1,6.36,Wheat
14.1,71.7,43.0,clayey,111.3,5.91,Oats
27.2,35.1,20.2,loamy,107.7,6.43,Peach
16.1,78.8,54.7,loamy,149.2,5.37,Potato
9.7,75.6,43.6,loamy,104.3,6.31,Oats
16.7,72.7,54.1,loamy,136.0,5.8,Potato
17.9,79.0,67.7,loamy,111.8,5.65,Potato
18.6,62.8,54.4,clayey,184.3,5.69,Corn
13.3,55.8,34.1,loamy,99.6,7.05,Barley
10.6,58.5,24.1,sandy,75.3,5.81,Rye
26.5,71.4,67.7,loamy,232.8,6.01,Tomato
22.3,48.7,30.7,black,139.9,7.04,Sunflower
9.3,53.1,28.8,sandy,83.7,6.59,Barley
30.0,59.5,28.7,red,118.3,6.61,Peach
14.9,54.9,44.4,loamy,218.1,6.4,Rapeseed
16.3,74.7,43.0,loamy,175.4,6.59,Rapeseed
13.9,62.3,35.5,loamy,221.9,6.35,Rapeseed
20.9,67.2,51.9,clayey,123.9,6.48,Soybean
21.6,65.3,46.0,loamy,278.8,6.8,Sugar Beet
14.4,51.4,44.4,loamy,207.3,6.27,Rapeseed
22.5,60.0,49.7,sandy,128.1,6.44,Soybean
20.6,63.4,57.5,black,190.3,6.32,Corn
17.5,66.5,51.7,black,218.7,6.9,Sugar Beet
10.5,59.7,28.3,loamy,68.4,5.71,Rye
14.1,65.3,44.6,loamy,78.2,6.29,Oats
15.7,65.6,40.2,loamy,166.5,6.37,Wheat
11.3,78.6,51.6,loamy,101.1,5.61,Oats
26.4,65.9,71.2,red,171.1,5.67,Tomato
19.6,63.1,47.8,clayey,199.8,6.23,Corn
7.1,52.6,33.7,loamy,75.4,6.01,Rye
25.8,78.1,63.9,red,123.7,6.05,Tomato
23.3,73.6,60.3,loamy,185.6,6.35,Tomato
27.8,37.7,16.1,loamy,108.7,6.77,Peach
24.0,61.0,52.4,loamy,177.7,6.3,Corn
16.4,61.4,36.3,loamy,180.3,6.54,Rapeseed
25.2,76.6,64.9,loamy,207.8,5.86,Tomato
9.1,59.5,14.2,sandy,57.0,6.03,Rye
18.3,60.9,38.2,loamy,187.0,6.76,Wheat
14.3,77.6,53.4,clayey,123.4,5.9,Oats
24.0,75.4,69.4,loamy,197.3,5.89,Tomato
23.8,50.7,28.4,loamy,116.5,6.29,Sunflower
15.5,64.4,39.0,loamy,248.0,6.3,Rapeseed
12.6,55.0,37.0,loamy,184.9,6.63,Rapeseed
26.3,71.5,66.1,loamy,205.6,6.18,Tomato
23.3,54.0,31.9,sandy,126.2,6.66,Sunflower
24.0,52.5,29.8,black,106.4,6.4,Sunflower
18.4,61.2,37.4,loamy,189.6,6.99,Sugar Beet
19.1,61.3,56.8,loamy,184.9,5.93,Corn
23.0,72.6,64.8,loamy,167.4,6.38,Tomato
13.7,54.7,26.8,loamy,128.5,7.02,Barley
14.4,67.4,45.9,clayey,103.3,5.66,Oats
25.6,39.6,23.9,loamy,83.1,6.39,Peach
27.9,59.6,49.7,loamy,111.4,6.22,Soybean
24.1,61.3,58.0,black,206.3,6.15,Corn
23.0,87.7,63.8,clayey,198.5,5.62,Tomato
15.4,88.1,60.7,loamy,174.5,5.69,Potato
24.4,70.4,58.9,loamy,220.2,6.59,Tomato
31.3,49.3,29.5,loamy,123.0,6.67,Peach
16.2,74.7,60.3,sandy,149.1,5.87,Potato
20.9,52.0,33.5,loamy,163.2,6.51,Sunflower
13.7,48.5,35.9,loamy,100.5,7.24,Cherry
13.6,69.2,35.3,black,191.7,7.03,Wheat
24.6,40.9,18.6,sandy,115.6,6.64,Peach
18.4,75.1,59.2,loamy,175.9,5.27,Potato
15.8,65.4,43.2,clayey,168.6,6.71,Wheat
24.5,61.1,53.5,black,104.1,6.2,Soybean
24.6,69.1,65.2,red,177.8,6.76,Tomato
13.2,60.5,34.6,loamy,181.5,6.35,Rapeseed
18.4,59.0,41.8,loamy,191.8,6.84,Sugar Beet
14.5,82.8,49.6,clayey,82.2,6.75,Oats
20.3,45.4,27.1,loamy,118.2,6.37,Peach
23.6,77.3,65.0,loamy,136.0,5.88,Tomato
21.1,57.8,64.0,loamy,169.7,6.4,Corn
25.6,80.0,70.9,sandy,183.5,6.44,Tomato
11.9,65.2,30.6,clayey,116.8,7.14,Barley
23.0,58.3,51.9,black,176.1,6.39,Corn
27.1,43.1,24.1,loamy,124.7,6.52,Peach
15.2,51.5,31.6,loamy,132.8,6.29,Sunflower
17.9,56.7,31.4,clayey,214.8,6.87,Rapeseed
22.8,56.4,28.7,clayey,142.8,6.85,Sunflower
13.9,66.5,46.9,loamy,97.7,6.14,Oats
8.3,51.8,18.8,loamy,52.3,5.33,Rye
22.3,76.8,58.4,black,117.4,6.68,Soybean
22.2,58.0,43.4,clayey,145.5,6.36,Corn
19.7,64.2,50.3,loamy,134.9,6.43,Soybean
8.2,67.0,23.4,clayey,70.6,5.56,Rye
10.2,54.6,26.7,loamy,132.6,6.85,Barley
29.6,42.4,15.4,red,100.8,6.41,Peach
24.1,76.0,51.0,black,74.5,6.66,Soybean
22.3,48.5,29.8,black,158.8,6.69,Sunflower
19.6,59.4,41.7,loamy,238.6,7.54,Sugar Beet
16.1,57.3,28.9,sandy,66.5,6.46,Cherry
25.0,42.4,24.2,black,118.0,6.89,Peach
16.2,78.8,52.3,loamy,125.6,5.39,Potato
14.2,54.2,30.2,loamy,88.4,6.19,Cherry
16.6,76.5,68.2,clayey,167.0,5.93,Potato
15.2,59.1,35.3,loamy,165.2,6.66,Rapeseed
13.7,49.5,27.8,red,96.5,6.54,Cherry
15.7,59.4,36.1,loamy,179.8,6.88,Sugar Beet
22.2,62.3,55.7,loamy,148.6,6.44,Corn
14.3,75.8,57.8,loamy,182.5,5.37,Potato
23.6,51.6,34.6,black,75.2,6.12,Sunflower
19.9,81.1,53.3,loamy,128.7,4.92,Potato
16.0,57.5,47.5,clayey,170.3,7.25,Rapeseed
25.8,44.8,28.9,red,98.3,6.51,Peach
6.9,62.0,29.4,sandy,73.0,5.71,Rye
12.2,51.3,35.1,loamy,99.8,5.99,Cherry
24.4,39.1,31.8,sandy,150.1,7.03,Peach
15.7,62.3,38.1,clayey,145.3,6.35,Rapeseed
22.4,69.5,51.9,black,115.5,6.75,Soybean
22.5,69.3,65.9,loamy,167.7,5.42,Tomato
27.6,71.5,72.3,black,190.1,6.26,Tomato
13.9,77.8,59.5,clayey,107.5,5.17,Potato
11.3,53.8,33.3,sandy,63.9,7.08,Barley
20.1,52.2,48.8,black,246.8,6.54,Corn
25.2,73.2,54.9,black,112.9,6.54,Soybean
19.7,80.2,58.5,sandy,123.0,5.9,Potato
26.5,46.1,21.5,loamy,132.9,6.6,Peach
26.3,39.7,20.6,sandy,124.3,6.6,Peach
13.2,64.0,43.1,loamy,129.0,6.17,Wheat
26.3,47.0,24.9,red,120.2,6.43,Peach
17.2,72.0,45.6,loamy,135.0,6.39,Wheat
23.9,65.2,57.1,black,94.5,6.88,Soybean
22.9,62.7,43.5,loamy,205.4,6.89,Sugar Beet
15.6,58.8,37.0,loamy,224.4,6.43,Rapeseed
22.9,65.9,54.0,black,96.0,6.32,Soybean
13.5,50.7,27.1,black,92.2,6.36,Cherry
24.5,73.5,60.0,black,122.3,6.19,Soybean
16.6,56.4,42.3,sandy,197.8,6.8,Wheat
7.8,59.7,19.1,loamy,61.3,5.88,Rye
18.7,57.6,25.5,clayey,131.9,6.8,Sunflower
13.8,81.9,48.0,clayey,100.9,5.94,Oats
13.6,80.8,49.0,black,121.0,5.97,Oats
15.9,64.6,52.1,black,184.1,6.54,Wheat
18.9,79.7,54.4,loamy,121.6,5.67,Potato
14.9,72.1,44.0,loamy,106.6,5.88,Oats
17.9,60.1,42.2,loamy,184.1,6.59,Sugar Beet
22.3,72.4,53.0,loamy,93.1,5.85,Soybean
9.1,62.9,16.9,sandy,66.5,6.13,Rye
24.4,62.6,69.5,black,195.8,5.99,Tomato
24.0,69.1,52.7,black,100.4,6.68,Soybean
23.0,37.3,19.0,loamy,118.8,6.5,Peach
5.0,52.2,13.0,loamy,54.6,5.48,Rye
26.1,74.5,56.3,clayey,113.0,6.27,Soybean
8.8,51.7,24.1,sandy,69.0,5.9,Rye
24.7,63.9,49.8,black,92.2,6.17,Soybean
26.3,72.6,67.5,red,165.0,5.81,Tomato
18.4,59.8,41.7,loamy,150.2,7.07,Sugar Beet
18.4,64.4,45.8,black,146.2,6.21,Corn
13.8,59.4,30.8,clayey,223.9,6.39,Rapeseed
24.2,57.7,22.9,black,178.2,6.64,Sunflower
19.2,56.0,36.6,black,121.0,7.3,Sunflower
23.6,78.0,66.4,clayey,167.4,6.01,Tomato
8.0,61.0,21.1,sandy,50.5,5.3,Rye
25.8,63.8,71.0,loamy,192.8,5.77,Tomato
23.7,36.5,21.6,loamy,128.4,6.48,Peach
24.1,50.0,34.4,loamy,139.8,6.81,Sunflower
17.5,74.4,61.2,sandy,135.1,5.78,Potato
26.2,75.1,65.6,loamy,199.2,6.62,Tomato
16.1,78.1,51.8,clayey,93.6,6.25,Oats
24.4,63.6,57.1,loamy,230.8,5.77,Corn
24.2,52.8,38.9,sandy,115.1,6.63,Sunflower
16.6,64.6,40.0,loamy,153.5,6.13,Rapeseed
22.9,73.2,53.4,loamy,115.9,6.41,Soybean
13.3,70.5,49.3,loamy,84.3,5.68,Oats
27.2,65.9,59.6,red,176.0,6.56,Tomato
19.7,80.5,51.0,clayey,164.8,5.82,Potato
25.3,53.6,29.9,loamy,156.0,6.51,Sunflower
24.0,65.7,53.7,black,95.3,6.36,Soybean
13.1,58.0,38.5,clayey,162.9,6.81,Rapeseed
21.1,53.2,53.0,clayey,159.5,5.77,Corn
8.1,64.2,19.3,loamy,66.3,5.39,Rye
14.3,78.3,46.4,loamy,100.5,5.56,Oats
16.2,62.1,45.9,clayey,210.1,6.28,Rapeseed
21.6,69.7,50.3,loamy,114.2,7.32,Soybean
28.9,41.4,21.8,sandy,120.0,6.64,Peach
18.2,63.4,35.8,loamy,194.1,6.92,Rapeseed
22.7,44.8,26.5,black,117.0,6.08,Sunflower
12.5,51.4,31.6,sandy,160.5,7.38,Barley
9.6,52.2,15.2,clayey,54.6,5.73,Rye
21.5,67.8,53.8,black,141.7,6.15,Soybean
21.5,65.4,57.4,loamy,188.8,6.75,Corn
15.9,62.2,40.9,clayey,132.1,6.29,Rapeseed
16.5,47.6,29.4,loamy,87.5,6.42,Cherry
11.6,53.0,33.4,loamy,106.5,7.28,Barley
14.8,61.1,30.2,clayey,84.8,6.03,Cherry
27.7,41.4,10.6,loamy,90.5,6.51,Peach
27.9,43.1,22.7,sandy,145.1,6.5,Peach
8.7,52.4,36.1,loamy,81.9,6.08,Rye
19.6,52.0,37.1,loamy,127.6,6.64,Sunflower
18.4,58.8,37.7,loamy,246.7,7.41,Sugar Beet
17.4,85.2,53.7,sandy,144.9,5.44,Potato
17.3,57.4,43.8,loamy,208.1,7.33,Sugar Beet
16.8,63.6,42.0,clayey,161.6,6.55,Wheat
24.4,69.7,54.5,loamy,227.8,6.36,Corn
25.1,54.6,52.0,loamy,112.2,6.77,Soybean
25.9,79.8,58.5,clayey,162.9,6.32,Tomato
21.2,51.8,24.1,black,126.9,7.18,Sunflower
20.5,68.3,59.1,black,99.5,6.72,Soybean
20.1,58.1,26.0,black,117.9,6.51,Sunflower
25.7,73.0,61.5,loamy,156.0,6.09,Tomato
25.5,71.0,59.9,red,121.3,6.34,Soybean
14.6,71.1,45.7,loamy,103.2,5.99,Oats
15.6,67.8,40.8,loamy,184.6,6.61,Wheat
13.4,63.3,49.0,loamy,98.9,5.76,Oats
7.2,59.8,20.4,loamy,55.1,5.98,Rye
23.9,63.7,51.9,loamy,118.7,6.22,Soybean
19.5,55.6,43.4,loamy,226.7,7.19,Sugar Beet
13.9,75.2,61.8,sandy,161.8,5.64,Potato
9.4,50.6,31.4,clayey,108.1,6.82,Barley
19.1,54.6,40.0,black,226.9,6.98,Sugar Beet
27.0,44.7,16.3,loamy,136.7,6.39,Peach
8.8,62.9,22.1,sandy,63.9,5.81,Rye
14.0,70.1,38.7,clayey,100.9,5.94,Oats
22.0,60.5,47.3,loamy,254.2,6.77,Sugar Beet
21.9,69.3,56.6,loamy,204.7,6.08,Tomato
8.3,57.3,24.5,sandy,67.4,5.83,Rye
26.2,37.2,20.3,red,100.9,6.12,Peach
16.5,88.7,58.1,sandy,119.3,6.09,Potato
19.2,83.0,65.1,sandy,122.5,5.23,Potato
12.1,73.3,46.0,loamy,88.2,5.54,Oats
7.0,56.4,27.2,loamy,62.4,5.32,Rye
18.6,65.4,45.7,black,210.4,7.02,Sugar Beet
12.4,63.6,33.1,loamy,178.9,6.86,Rapeseed
19.7,84.8,61.8,loamy,105.5,5.83,Potato
17.2,64.1,26.2,black,230.7,6.68,Rapeseed
25.4,72.8,59.8,red,184.5,5.93,Tomato
15.3,64.0,36.9,clayey,204.5,6.83,Wheat
15.1,70.0,51.3,loamy,96.9,5.82,Oats
19.3,55.1,56.4,black,166.3,6.38,Corn
18.8,68.5,63.2,loamy,145.4,5.36,Potato
22.5,65.2,59.9,clayey,147.8,6.52,Corn
6.1,59.5,19.4,loamy,62.9,5.82,Rye
16.4,49.7,35.8,sandy,69.0,6.99,Cherry
16.8,76.7,58.4,sandy,112.9,5.97,Potato
27.9,41.2,29.7,red,107.3,6.47,Peach
23.9,66.3,61.0,loamy,162.3,6.14,Corn
14.1,57.2,36.1,sandy,202.7,6.91,Rapeseed
9.3,57.7,21.5,clayey,63.1,5.9,Rye
15.4,45.6,28.9,loamy,92.5,7.06,Barley
19.9,55.7,51.5,loamy,176.0,6.48,Corn
21.8,62.1,49.5,loamy,209.6,6.14,Corn
25.0,44.4,15.4,sandy,145.1,6.57,Peach
14.6,52.4,39.4,loamy,154.3,6.66,Rapeseed
8.7,66.5,12.1,sandy,77.6,5.89,Rye
26.0,38.2,17.3,loamy,104.4,6.43,Peach
11.4,62.2,21.0,loamy,101.4,5.71,Rye
18.7,72.9,63.7,loamy,148.2,5.44,Potato
23.0,66.4,48.1,black,115.2,6.67,Soybean
19.4,72.7,31.2,loamy,178.4,6.31,Wheat
8.3,63.2,15.1,sandy,57.0,5.72,Rye
24.1,65.3,59.1,black,132.9,6.23,Soybean
14.3,65.3,39.6,loamy,137.1,6.8,Wheat
12.7,46.6,32.6,loamy,121.8,6.59,Cherry
12.1,73.1,47.8,clayey,95.7,6.08,Oats
19.4,61.2,52.3,loamy,207.5,6.27,Corn
19.6,55.1,30.7,black,199.1,6.47,Rapeseed
10.3,70.3,49.7,clayey,89.0,6.49,Oats
15.0,56.5,38.0,loamy,182.7,6.35,Rapeseed
11.7,60.3,41.7,loamy,163.5,6.19,Rapeseed
14.5,51.9,33.3,sandy,69.4,6.93,Cherry
16.9,66.8,61.3,sandy,158.9,5.29,Potato
24.8,63.2,61.3,loamy,155.8,5.95,Tomato
16.8,47.7,29.0,red,114.8,5.52,Cherry
10.9,63.0,37.9,clayey,236.1,6.56,Rapeseed
10.3,62.1,24.3,clayey,61.0,6.21,Rye
9.9,47.4,26.1,clayey,57.0,5.4,Rye
9.6,54.9,24.2,clayey,79.9,5.44,Rye
27.0,42.8,31.6,loamy,116.0,7.11,Peach
15.0,69.9,42.4,loamy,184.8,6.27,Wheat
11.5,57.0,22.5,sandy,88.6,5.73,Rye
14.4,66.6,46.7,loamy,72.0,5.82,Oats
13.7,59.9,28.2,loamy,108.4,7.06,Barley
22.3,62.8,55.5,clayey,231.5,5.68,Corn
7.5,81.3,44.8,clayey,96.7,6.24,Oats
19.4,67.7,32.0,black,301.0,7.01,Sugar Beet
16.2,66.8,33.0,black,161.2,6.34,Wheat
12.3,71.8,46.6,loamy,104.4,6.51,Oats
16.3,83.0,62.6,sandy,171.0,5.5,Potato
15.4,51.6,30.2,sandy,109.8,6.14,Cherry
17.8,43.9,23.3,black,112.2,6.7,Sunflower
22.5,45.8,35.2,black,99.7,7.37,Sunflower
13.6,47.7,24.4,loamy,129.4,7.1,Barley
21.8,66.2,61.7,black,175.9,6.28,Corn
7.5,49.4,21.4,loamy,125.2,6.64,Barley
14.0,50.2,24.3,sandy,66.4,6.77,Barley
22.2,47.6,34.0,clayey,110.2,6.71,Sunflower
29.9,54.4,15.2,red,127.3,6.61,Peach
12.9,52.4,26.0,sandy,110.3,7.39,Barley
19.2,64.1,50.9,clayey,163.7,6.52,Corn
23.2,44.3,24.0,sandy,129.5,6.77,Peach
13.0,53.7,31.4,sandy,136.6,6.9,Barley
15.6,67.3,45.2,loamy,102.3,6.87,Wheat
12.8,64.8,33.6,black,135.2,6.5,Rapeseed
17.0,77.3,45.3,loamy,128.0,5.63,Potato
24.3,42.1,21.5,red,72.4,6.29,Peach
9.7,77.9,46.1,clayey,92.2,5.92,Oats
23.3,82.6,65.9,loamy,204.9,6.49,Tomato
14.8,86.6,55.0,sandy,131.5,5.75,Potato
12.1,72.4,39.0,red,108.0,5.9,Oats
27.7,40.3,20.8,sandy,107.1,6.83,Peach
15.7,78.9,57.6,sandy,98.8,6.26,Potato
23.6,79.5,62.8,loamy,144.7,6.11,Tomato
16.7,62.1,39.3,clayey,166.5,6.87,Rapeseed
20.0,71.7,41.1,black,214.5,6.86,Sugar Beet
17.1,75.4,64.8,clayey,134.7,5.57,Potato
15.2,73.5,62.4,sandy,153.5,5.84,Potato
18.6,91.1,65.0,red,152.9,5.7,Potato
18.3,78.2,57.5,sandy,104.5,5.45,Potato
21.6,42.8,30.6,loamy,135.5,6.93,Sunflower
8.7,49.4,18.1,loamy,44.9,5.82,Rye
12.8,53.2,36.6,clayey,220.3,6.9,Rapeseed
21.5,62.2,58.4,black,129.6,5.82,Corn
9.3,74.5,41.9,loamy,107.8,5.86,Oats
15.7,77.4,34.7,loamy,158.2,6.22,Wheat
14.0,67.0,49.8,black,184.4,6.97,Sugar Beet
16.9,78.6,45.6,sandy,115.6,6.0,Oats
15.8,57.2,31.9,red,52.5,6.8,Cherry
21.3,46.5,27.7,black,152.2,6.61,Sunflower
17.4,59.3,53.0,loamy,182.3,6.01,Corn
13.6,56.8,27.1,black,154.4,6.81,Rapeseed
16.9,54.6,24.4,sandy,130.2,6.35,Cherry
16.9,74.1,35.8,loamy,124.5,6.57,Wheat
8.8,53.0,29.7,sandy,116.9,7.25,Barley
19.0,82.3,59.3,sandy,147.4,6.21,Potato
15.0,64.2,30.8,loamy,119.2,6.85,Rapeseed
22.4,74.3,56.3,clayey,124.9,6.48,Soybean
22.2,53.2,25.7,loamy,143.5,6.56,Sunflower
23.9,68.5,56.8,red,197.1,6.84,Tomato
15.4,54.6,36.9,sandy,95.1,6.73,Cherry
27.8,67.7,70.5,black,228.7,5.84,Tomato
14.0,55.7,38.6,sandy,118.0,6.89,Cherry
16.8,74.7,59.9,clayey,111.9,6.01,Potato
14.3,60.2,27.5,sandy,120.1,7.09,Barley
16.6,74.2,43.6,red,115.6,6.02,Oats
20.5,48.2,26.6,black,101.1,7.15,Sunflower
20.7,56.9,30.6,black,127.6,6.77,Cherry
16.9,80.5,51.3,black,123.6,7.28,Soybean
9.3,73.6,55.5,loamy,121.6,5.67,Oats
10.7,56.2,26.0,clayey,74.2,6.06,Rye
16.4,74.0,59.1,sandy,124.3,5.89,Potato
15.7,56.9,39.9,sandy,189.9,5.82,Rapeseed
14.4,80.2,62.6,loamy,182.7,5.84,Potato
9.3,52.8,23.5,loamy,69.6,5.62,Rye
23.1,67.0,53.5,black,114.1,6.54,Soybean
15.0,66.5,44.2,clayey,88.2,6.11,Oats
25.2,69.8,59.0,loamy,199.1,6.18,Tomato
17.0,64.3,33.7,black,119.7,6.77,Wheat
13.5,82.9,42.6,loamy,111.0,5.92,Oats
8.3,52.4,19.3,loamy,67.6,5.63,Rye
5.8,53.9,21.0,sandy,90.7,6.81,Barley
22.9,78.7,60.3,sandy,197.9,5.73,Tomato
28.6,43.4,29.8,loamy,129.9,6.63,Peach
15.9,54.3,33.7,loamy,102.9,6.46,Cherry
24.6,77.1,66.3,loamy,130.1,6.07,Tomato
17.2,74.5,55.8,loamy,108.3,5.53,Potato
9.9,58.3,22.5,sandy,56.7,6.19,Rye
24.3,44.5,16.3,loamy,111.3,7.09,Peach
12.2,55.3,26.6,loamy,98.6,6.63,Cherry
23.0,56.0,44.6,loamy,87.0,6.45,Soybean
10.1,60.6,19.8,sandy,73.9,5.92,Rye
15.5,66.6,29.3,black,159.8,6.75,Rapeseed
12.6,65.6,46.2,clayey,86.1,5.54,Oats
18.5,57.4,26.5,sandy,70.4,7.42,Barley
29.3,37.2,24.4,clayey,96.0,6.05,Peach
27.1,39.8,21.1,sandy,124.5,6.73,Peach
18.3,62.9,33.8,loamy,182.0,6.37,Rapeseed
23.1,40.7,8.5,red,104.3,6.53,Peach
19.5,44.9,33.1,sandy,127.0,6.45,Sunflower
19.0,65.7,48.1,loamy,210.8,7.51,Sugar Beet
21.5,64.7,56.7,black,80.5,6.74,Soybean
14.2,62.6,41.3,loamy,164.0,6.56,Rapeseed
16.7,52.8,59.3,sandy,135.5,5.88,Corn
16.2,48.2,26.3,loamy,118.9,6.38,Cherry
14.1,70.4,53.2,loamy,95.8,5.83,Oats
24.7,50.8,57.9,loamy,152.4,6.16,Corn
22.3,62.9,58.4,clayey,147.3,6.08,Corn
15.3,44.4,34.5,loamy,86.9,6.36,Cherry
16.4,77.2,59.7,sandy,142.4,5.53,Potato
16.1,80.2,72.4,sandy,138.1,5.24,Potato
14.2,53.6,14.9,loamy,133.4,6.08,Cherry
24.3,69.8,42.5,sandy,124.3,6.7,Soybean
17.8,44.6,32.4,loamy,107.5,6.77,Cherry
17.9,66.1,49.2,loamy,206.9,6.47,Wheat
28.2,37.9,25.0,red,129.6,6.86,Peach
25.3,69.7,54.9,red,122.5,6.39,Soybean
18.8,70.7,62.7,sandy,118.9,5.57,Potato
22.6,39.9,25.7,red,121.2,6.87,Peach
18.1,75.9,55.4,loamy,114.2,5.51,Potato
14.8,63.8,46.5,clayey,178.5,6.54,Rapeseed
17.8,68.6,33.9,loamy,111.1,6.76,Wheat
17.6,51.4,19.0,loamy,85.6,6.12,Cherry
16.1,47.6,28.8,loamy,68.7,5.97,Cherry
15.5,73.2,50.2,loamy,98.2,5.93,Oats
18.1,80.2,62.5,loamy,114.9,5.64,Potato
16.4,60.2,43.2,loamy,233.9,6.64,Rapeseed
17.8,62.4,44.4,loamy,187.4,6.85,Sugar Beet
10.9,50.2,25.3,sandy,99.2,6.87,Barley
16.5,54.7,30.6,clayey,105.9,6.27,Cherry
15.0,52.4,31.3,loamy,117.1,6.54,Cherry
15.4,75.1,38.7,sandy,134.4,6.84,Wheat
21.8,62.8,36.5,black,204.6,7.36,Sugar Beet
23.7,54.6,63.5,loamy,126.2,6.35,Corn
20.9,58.8,58.1,loamy,113.2,6.35,Soybean
17.8,66.1,37.4,loamy,226.2,7.13,Rapeseed
25.7,41.2,30.5,loamy,147.5,6.45,Peach
20.8,63.9,49.1,black,169.2,7.18,Sugar Beet
19.7,69.1,64.4,clayey,116.7,6.52,Soybean
